nconst,name,known_for_department,popularity,sex
nm2738999,Mami Sunada,Directing,1.4,male
nm3308569,Caren Pistorius,Acting,1.5830000000000002,male
nm0859005,Jeffrey Thomas,Acting,1.214,female
nm3304468,John Maclean,Writing,0.6,female
nm2051350,Rachel Gardner,Production,0.6,0
nm2221815,Conor McCaughan,Production,0.6,0
nm3456865,Freddie Fox,Acting,2.793,female
nm0227047,P.J. Dillon,Camera,0.6,0
nm0004884,Roma Downey,Acting,1.348,male
nm0604430,Diogo Morgado,Acting,1.905,female
nm2362244,Amber Rose Revah,Acting,0.9109999999999999,male
nm0382854,Greg Hicks,Acting,0.6,female
nm0771621,Adrian Schiller,Acting,1.551,female
nm0817895,Christopher Spencer,Directing,0.98,0
nm0841997,Colin Swash,Writing,0.6,0
nm1646081,Nic Young,Directing,0.6,female
nm0122407,Mark Burnett,Creator,1.4,female
nm5969653,Miguel Herrán,Acting,21.105,female
nm4900182,Antonio Bachiller,Acting,0.6,0
nm6139163,Antonia Guzmán,Acting,0.6,0
nm0305079,Felipe García Vélez,Acting,0.732,0
nm0350044,Daniel Guzmán,Acting,1.381,female
nm1723172,Álvaro Begines,Writing,0.6,0
nm5937971,Ignacio Fernández-Veiga Feijóo,Production,0.6,female
nm1326062,César Rodríguez Blanco,Creator,0.6,0
nm0870794,Sam Trammell,Acting,2.932,female
nm0310329,Yvan Gauthier,Editing,0.6,0
nm2751554,Eduardo Hartung,Editing,0.6,female
nm0871244,Patrícia Travassos,Acting,0.6,male
nm4928159,Juan Sola,Production,0.98,0
nm1146243,Teddy Sears,Acting,1.829,female
nm3241414,Penelope Mitchell,Acting,2.109,male
nm3551000,Madalyn Horcher,Acting,1.5919999999999999,male
nm2087490,Kimberly Lofstrom Johnson,Writing,,0
nm4894216,Lee Patterson,Writing,0.6,female
nm0712041,Gert Raudsep,Acting,0.6,0
nm1349607,Al Alcorn,Acting,0.6,0
nm1304248,Cliff Bleszinski,Production,0.6,0
nm2758684,Jeremy Snead,Writing,0.6,0
nm5972818,Kenny Price,Editing,0.6,0
nm1824780,Matthieu Warter,Production,0.6,0
nm1159895,Helena Noguerra,Acting,1.5019999999999998,male
nm0501258,Édith Le Merdy,Acting,0.6,male
nm0241169,Charlie Duke,Acting,0.6,female
nm3147562,Mark Craig,Directing,0.6,0
nm1145108,Tim Cragg,Camera,0.6,0
nm2453766,Benjam Orre,Camera,0.6,0
nm2132883,Alain Darborg,Directing,0.84,female
nm3944351,Piotr Marciniak,Writing,0.6,0
nm4202974,Anders Niska,Sound,1.4,0
nm0046660,Klas Wahl,Sound,0.6,0
nm1158284,Farouk Al-Fishawy,Acting,0.6,female
nm1420059,Ibrahim El-Batout,Directing,0.6,0
nm2020109,Ishaan Khattar,Acting,1.4,female
nm6017002,Malavika Mohanan,Acting,0.6,male
nm0764762,Sharada,Acting,1.4,0
nm1268821,Leah Holzer,Production,0.6,0
nm1635244,Susan Kelechi Watson,Acting,1.453,male
nm1754526,Tom Junod,Writing,0.6,0
nm2831867,Steve Lee Jones,Production,0.6,female
nm2552565,Brady Romberg,Crew,0.6,0
nm1320717,John Hennigan,Acting,1.96,female
nm2053035,Nancy Berggren,Acting,0.84,male
nm0334561,Spencer Grammer,Acting,1.197,male
nm0456239,Robert Kirbyson,Directing,0.6940000000000001,0
nm2374408,Jonathan Perkins,Writing,0.6,female
nm3498864,Stéphanie Cléau,Acting,0.98,male
nm0688648,Laurent Poitrenaux,Acting,1.4,female
nm6327727,Nijiro Murakami,Acting,1.6980000000000002,female
nm4252250,Jun Abe,Acting,1.535,male
nm0474731,Miyuki Matsuda,Acting,0.6,0
nm0442905,Naomi Kawase,Directing,1.715,male
nm2851377,Paloma Bloyd,Acting,1.4,male
nm0598890,Irene Montalà,Acting,1.96,male
nm0896071,Patricia Vico,Acting,0.84,male
nm1402741,Joaquín Llamas,Directing,0.6,0
nm1209187,Fran Araújo,Writing,0.652,female
nm1990571,Manuel Burque,Writing,1.564,0
nm2594149,Paul Aiello,Writing,,0
nm1758652,Murat Başoğlu,Acting,0.6,female
nm1738966,Kıvanç Baruönü,Directing,1.38,0
nm1821327,Carlos PenaVega,Acting,3.423,female
nm5990921,Elissa Matueda,Writing,0.6,0
nm4354653,Rich Vreeland,Sound,0.6,0
nm3459140,Olivia Luccardi,Acting,1.4,male
nm2714273,Lili Sepe,Acting,0.7,male
nm0338253,Rebecca Green,Production,0.828,0
nm3346661,David Kaplan,Production,0.6,0
nm3980199,Erik Rommesmo,Production,0.6,0
nm1535892,Rob Givens,Camera,0.6,0
nm1417640,Brett Haley,Directing,1.528,female
nm0682251,Leonardo Pieraccioni,Acting,1.6159999999999999,female
nm1304832,Maurizio Filardo,Sound,0.6,0
nm4791710,Jack Turner,Acting,2.378,0
nm3117202,Teri Reeves,Acting,1.96,male
nm2086809,Moronai Kanekoa,Acting,0.6,female
nm1850507,Pawel Pogorzelski,Camera,0.6,female
nm2226349,Heidi Strykiewicz,Art,0.6,0
nm1862511,Zak Mulligan,Camera,0.6,0
nm0541082,Zosia Mamet,Acting,1.632,male
nm3643727,Diane Bell,Writing,0.6,0
nm1866432,Liam Howe,Sound,0.6,0
nm0630941,Nils Erik Nielsen,Production,0.6,0
nm0813193,Dean Soltys,Editing,0.6,0
nm2027066,Theo Davies,Directing,0.6,0
nm0693424,Doug Potts,Camera,0.6,0
nm4696880,Paddy Wallace,Acting,0.6,0
nm1909937,Philip Shelby,Writing,1.715,0
nm2772651,Javier Álvarez,Editing,0.6,0
nm1552940,Sarah Scott,Acting,0.6,male
nm2420989,August Emerson,Acting,0.6,0
nm2090749,Tyler Bryan,Acting,0.6,0
nm3788242,Benjamin Statler,Production,0.6,0
nm0251448,Donnie Eichar,Acting,0.6,0
nm0585555,Richard Middleton,Production,0.6,female
nm1947932,Peter G. Adams,Sound,1.38,0
nm5236473,Pinelopi Tsilika,Acting,0.98,0
nm3764981,Sofia Kokkali,Acting,0.6,0
nm1427029,Anneza Papadopoulou,Acting,0.6,0
nm0176141,Andreas Konstantinou,Acting,1.62,0
nm6009471,Katerina Polemi,Sound,0.6,0
nm0382632,John Benjamin Hickey,Acting,0.762,female
nm0872765,Adriana Trigiani,Writing,0.6,male
nm2093766,Luke Grimes,Acting,2.64,female
nm0703910,Kimberly Quinn,Acting,1.052,male
nm2407401,Jonathan Helpert,Directing,0.6,female
nm0422316,Clay Jeter,Directing,1.094,0
nm1116340,Charles Spano,Production,0.6,0
nm0439307,Babak Karimi,Acting,1.214,female
nm0248267,Saeed Ebrahimifar,Directing,0.6,0
nm3640095,Shahram Mokri,Directing,0.6,0
nm0327020,Ian Gomez,Acting,2.553,female
nm0808051,Dwayne Alexander Smith,Writing,0.6,0
nm0618868,Louis Nader,Production,0.6,0
nm4092926,Petros Zervos,Acting,,0
nm1142920,Yannis Tsortekis,Acting,0.6,0
nm1029210,Yannis Economides,Directing,0.6,female
nm0660227,Panos Papahadzis,Production,0.98,0
nm1600091,Karl Walter Sprungala,Acting,0.6,0
nm0800638,Peter Simonischek,Acting,1.8419999999999999,female
nm0283492,Jerome Flynn,Acting,2.359,female
nm7956813,Robert Gulaczyk,Acting,1.436,female
nm3699790,Dorota Kobiela,Directing,0.6,male
nm1364790,Hugh Welchman,Writing,0.6940000000000001,female
nm7390412,Sean M. Bobbitt,Production,0.6,0
nm1597847,Ivan Mactaggart,Production,0.828,female
nm0441528,Nobuyuki Katsube,Acting,1.96,female
nm4731857,Kanako Higashi,Acting,0.98,0
nm0954655,David Zellner,Acting,1.4,female
nm0954658,Nathan Zellner,Acting,0.6,female
nm3314810,Chesley Sullenberger,Acting,0.6,female
nm5293055,Jeffrey Zaslow,Writing,,0
nm2007030,Emily Meade,Acting,1.96,male
nm6795413,Jay Reinke,Acting,0.6,0
nm0608999,Jesse Moss,Directing,0.6,female
nm1402872,Amanda McBaine,Production,0.6,0
nm2386126,T. Griffin,Sound,0.6,female
nm0786785,Jeff Seymann Gilbert,Editing,0.6,0
nm1625396,Viacheslav Fetisov,Acting,0.6,female
nm0694793,Vladimir Pozner,Acting,0.6,0
nm3681192,Leo Birenberg,Sound,0.6,female
nm7087679,Sam Munson,Writing,0.6,female
nm0006438,George Saunders,Writing,1.4,0
nm0003459,Stephen Adrianson,Editing,0.6,female
nm3060479,Nnamdi Asomugha,Production,0.6,female
nm2251717,Natalie Paul,Acting,0.988,male
nm4380467,Luke Forbes,Acting,0.6,0
nm1016937,Matt Ruskin,Production,0.828,female
nm1287371,Paul Greenhouse,Editing,0.6,female
nm2290901,Aaron Swartz,Acting,0.6,female
nm3805083,Tim Berners-Lee,Acting,0.6,female
nm4944031,Gabriella Coleman,Acting,0.6,0
nm1645233,Jason Decker,Editing,0.6,0
nm2053278,Ashley Smith,Writing,0.6,0
nm3906120,Patricia E. Gillespie,Production,0.6,0
nm3478084,Alysa Nahmias,Production,0.6,0
nm1911788,Lauren Connelly,Editing,0.6,0
nm1837403,John Jencks,Production,1.22,0
nm0544346,Duane Manwiller,Camera,0.98,0
nm3885159,Peter D. Hutchison,Writing,0.6,0
nm1011835,Kelly Nyks,Directing,0.6,female
nm1962031,Jared P. Scott,Directing,0.6,female
nm0269965,Rob Featherstone,Camera,0.6,female
nm2358946,Michael McSweeney,Crew,0.6,0
nm6026696,Russ Solomon,Acting,0.6,0
nm0180225,Chris Cornell,Acting,0.6,female
nm6099251,Heidi Cotler,Acting,0.6,0
nm6026697,Steven Leckart,Writing,0.6,0
nm1174355,Sean M. Stuart,Production,0.6,0
nm1145736,Neil Lisk,Camera,0.6,female
nm1060510,Linas Phillips,Acting,0.6,female
nm1705050,Leonora Pitts,Acting,0.6,male
nm4989855,Adam Chernick,Acting,0.608,female
nm0204720,J. Davis,Writing,0.6,0
nm0052291,Steve Bannatyne,Production,0.6,0
nm0517572,J.M. Logan,Visual Effects,0.6,female
nm2768004,Josh Polon,Production,0.6,0
nm1737241,Stephen C. Sepher,Writing,0.972,female
nm2809844,Max Adams,Writing,0.7659999999999999,0
nm1803969,Dražen Bošnjak,Sound,0.6,female
nm2196568,Benjamin Dickinson,Directing,0.6,female
nm2562465,Micah Bloomberg,Writing,2.146,0
nm1805242,Mark De Pace,Production,0.6,0
nm0607816,Zachary Mortensen,Production,0.6,0
nm2860460,Melody C. Roscher,Production,0.6,0
nm2598028,Craig Shilowich,Production,0.6,0
nm1004781,Eamon O'Farrill,Production,0.6,0
nm3652083,Fernando Álvarez Rebeil,Acting,0.6,0
nm0690307,José Manuel Poncelis,Acting,0.6,0
nm0578577,Eligio Meléndez,Acting,0.84,female
nm6609095,Fátima Molina,Acting,0.6,male
nm0176496,Ernesto Contreras,Directing,0.608,female
nm1547722,Carlos Contreras,Writing,0.6,0
nm1562680,Erika Avila,Production,0.6,0
nm0997987,Mónica Lozano,Production,0.828,male
nm0016837,Edoardo Albinati,Writing,0.6,0
nm1503422,Don Kleszy,Editing,0.6,0
nm0457425,Henry Kissinger,Acting,1.4,female
nm1766774,Mark Bailey,Acting,0.6,0
nm2222778,Keven McAlester,Directing,0.6,0
nm0003005,Gary Lionelli,Sound,0.6,female
nm0030581,Steve Ansell,Editing,0.6,0
nm3279855,Mark Bruner,Writing,0.6,0
nm4743361,Allison Dawn Doiron,Acting,,male
nm0310452,Ogden Gavanski,Production,,0
nm0570281,Richard N. McGuire,Art,0.6,0
nm0342881,Harry Groener,Acting,1.7080000000000002,female
nm0418853,Natalia Safran,Acting,1.1159999999999999,male
nm7340546,Eliza Scanlen,Acting,1.61,male
nm2582459,Sus Wilkins,Acting,0.6,0
nm4568989,Matthew Daddario,Acting,5.083,female
nm1362617,Ryan Ward,Acting,0.6,0
nm1539392,Kristin Hanggi,Directing,0.648,male
nm3743833,Earl Lynn Nelson,Acting,0.6,0
nm1435269,Paul Eenhoorn,Acting,0.6,0
nm6071354,Daníel Gylfason,Acting,0.6,0
nm4955813,Þrúður Kristjánsdóttir,Acting,0.6,0
nm1387503,Martha Stephens,Directing,0.6,0
nm5400276,Özgürcan Çevik,Acting,0.62,female
nm3667998,Başak Parlak,Acting,3.7880000000000003,0
nm0655076,Tarık Papuççuoğlu,Acting,0.6,0
nm1856736,Bülent İşbilen,Directing,0.6,0
nm0959882,Sanem Çelik,Acting,1.4,male
nm2240777,Osman Alkas,Acting,1.4,0
nm3779025,Deniz Celiloglu,Acting,0.6,0
nm2664819,Aslı Enver,Acting,3.665,male
nm1596025,Ely Henry,Acting,1.4,female
nm0144470,Mário Castanheira,Camera,0.6,female
nm2843100,Crista Alfaiate,Acting,1.932,0
nm0749148,Maria Rueff,Acting,0.6,0
nm0106057,Bruno Bravo,Acting,0.6,0
nm2104095,Thomas Ordonneau,Production,0.6,0
nm2215143,Kiernan Shipka,Acting,1.7169999999999999,male
nm4148168,Steve Angello,Acting,0.98,female
nm4147950,Sebastian Ingrosso,Acting,0.982,female
nm3648495,Christian Larson,Directing,0.6,0
nm4244300,Svana Gisla,Production,0.6,0
nm1536126,Erik Sohlström,Crew,0.6,0
nm1680837,Fredrik Nordensson,Editing,0.6,0
nm6043143,Germán Alcarazu,Acting,0.6,0
nm6043142,Adil Koukouh,Acting,0.6,0
nm1843271,Mikel Rueda,Directing,1.4,0
nm0256599,Linda Emond,Acting,1.4,male
nm0505601,Gail Levin,Production,0.6,male
nm0543339,Michelle Manning,Production,0.6,male
nm5775621,Nikolai Witschl,Acting,1.4,0
nm0552070,Cherylanne Martin,Production,0.6,0
nm0520224,Vernetta Lopez,Acting,0.6,0
nm0493013,Scott Lawrence,Acting,1.4,female
nm2165590,Michael A. Pruss,Production,0.6,female
nm1968372,Ian B. Goldberg,Writing,1.614,female
nm3915456,Richard Naing,Writing,1.38,female
nm0668845,Maxine Peake,Acting,1.4,male
nm5591592,Anna Burnett,Acting,0.6,male
nm0861305,Tracey Thorn,Sound,0.6940000000000001,male
nm0630615,Lisa Niedenthal,Production,0.6,0
nm3341997,Joanne Higginbottom,Sound,0.6,male
nm0797610,Sigurður Sigurjónsson,Acting,1.02,female
nm0433763,Theodór Júlíusson,Acting,0.6,female
nm1963886,Grímur Hákonarson,Directing,0.6,0
nm3163889,Sturla Brandth Grøvlen,Camera,0.6,female
nm2669294,Kristján Loðmfjörð,Editing,0.6,0
nm4753929,Laurent Binet,Writing,0.6,0
nm2303301,Zev Foreman,Production,0.6940000000000001,female
nm2728841,Rocky Myers,Acting,0.6940000000000001,female
nm5752522,Ruby Jones,Acting,1.38,0
nm3203841,Chad St. John,Writing,0.6,0
nm2871023,David Menke,Sound,0.6,0
nm4031721,Jessica Cook,Acting,0.6,male
nm1379772,Benni Diez,Directing,0.6,0
nm6054441,Adam Aresty,Writing,0.98,0
nm2777558,Benjamin Munz,Production,0.6,0
nm1314355,Antonio Gambale,Sound,0.6,0
nm3359025,Dev,Acting,2.023,female
nm0748911,Gérard Rudolf,Acting,0.828,0
nm6147210,Martin Cito Otto,Acting,0.6,0
nm3420954,Nabeel Khan,Acting,0.6,0
nm4890808,Kamaleshwar Mukherjee,Directing,0.6,0
nm4250048,Maria Blokkhus,Acting,0.6,0
nm3478652,Daisy Keeping,Acting,0.6,male
nm0849653,Joy Tanner,Acting,1.4,male
nm6055359,Martin Kashirokov,Acting,0.6,0
nm3395332,Riccardo Paoletti,Directing,0.6,0
nm6055360,Carlo Longo,Writing,0.6,0
nm4394621,Riccardo Amorese,Sound,0.6,0
nm2106801,Louisa Krause,Acting,4.277,male
nm3767859,William Sullivan,Directing,0.6,0
nm4384035,Lauren Brady,Production,0.6,male
nm2879451,Brandon Roots,Crew,0.6,0
nm2389665,Kevin McHale,Acting,1.4,female
nm6057112,Kip Anderson,Acting,0.6,0
nm5986857,Keegan Kuhn,Directing,0.6,0
nm0600673,Moon Sung-keun,Acting,2.588,female
nm1203457,Lyndsey Marshal,Acting,1.617,male
nm2553744,Adam Smith,Directing,0.6,female
nm3263370,Ian LeFeuvre,Sound,0.6,0
nm0741302,Chloe Rose,Acting,0.98,male
nm0933987,Rachel Wilson,Acting,1.716,male
nm0501709,Paul Lenart,Production,0.6,0
nm1508902,Jaimi Paige,Acting,0.975,male
nm4245462,Jared Abrahamson,Acting,1.0959999999999999,female
nm0300171,Drew Gabreski,Production,0.6,female
nm2116824,Gerald Nott,Writing,0.6,female
nm0445194,James Keitel,Production,0.6,0
nm0065743,David Beckham,Acting,1.614,female
nm1404014,Nicky Butt,Acting,0.6,0
nm0317604,Ryan Giggs,Acting,0.6,0
nm1083042,Gary Neville,Acting,0.98,0
nm2564978,Benjamin Turner,Directing,0.6,0
nm2956205,Jonathan Iles,Camera,0.6,0
nm3022451,Zachary Galler,Camera,1.094,female
nm2944468,Eytan Rockaway,Writing,0.6,0
nm4099985,Ido Fluk,Writing,0.6,female
nm1012893,David Lang,Sound,0.6,female
nm6065722,Marc Schiller,Production,0.6,0
nm6748436,Dafne Keen,Acting,3.133,male
nm0739661,John Romita Sr.,Acting,0.6,female
nm5731428,Trey Harrison,Acting,0.6,0
nm5739945,Rebecca C. Kasek,Acting,0.6,0
nm3900115,Wayne W. Johnson,Acting,0.98,female
nm2412501,Michael Merchant,Acting,0.6,0
nm2410382,Jonathan Straiton,Writing,0.6,female
nm0094744,Ron Bonk,Production,0.6,0
nm1499021,Alexander Etimov,Editing,0.6,0
nm2965829,Niki Iliev,Acting,0.6,0
nm4840971,Sanya Borisova,Acting,2.435,male
nm2817670,Dimo Alexiev,Acting,1.3880000000000001,0
nm6069573,Nikolay Vasilevsky,Writing,0.6,0
nm6069576,Ian Ianev,Production,0.6,0
nm6069575,Boiko Iliev,Production,0.6,0
nm2784573,Grigor Kumitski,Crew,0.6,0
nm5581694,Lisa Genova,Writing,0.6,0
nm3321546,Julie Buck,Production,0.6,male
nm2570727,Josh Hetzler,Production,0.6,0
nm3245790,John Molli,Production,0.6,0
nm1706476,Christopher J. Scott,Production,0.6,0
nm2981935,Blake Anderson,Acting,1.186,female
nm2698583,Scott Kimber,Crew,0.6,0
nm4285728,Chris Sun,Directing,0.6,0
nm3579466,Marcus Cox,Production,0.6,0
nm3477311,Liz Flahive,Writing,0.6,male
nm2281849,Karrie Cox,Production,0.6,male
nm1241814,Nicolas Mauvernay,Production,0.6,0
nm2209932,Carolina Martínez Urbina,Editing,,0
nm0225460,Dale Dickey,Acting,5.388999999999999,male
nm1976481,Robert Adamson,Acting,1.642,female
nm2432306,Jarrett Sleeper,Acting,1.214,0
nm4050123,Alex Frnka,Acting,1.686,male
nm6073824,Prashanth Neel,Directing,0.6,female
nm3903523,Vettri,Camera,0.6,female
nm4776159,Vidharth,Acting,1.4,female
nm2350892,J. Siva Kumar,Directing,0.6,0
nm6174285,Bhoopati Raja,Writing,0.6,0
nm3595468,B. Bharathi Reddy,Production,1.4,0
nm1183224,Michael Wildman,Acting,0.6,0
nm3122514,Jonathan Brackley,Writing,0.6,female
nm3123004,Sam Vincent,Writing,1.62,female
nm0269957,Jane Featherstone,Production,0.6,0
nm1694256,Julián López,Acting,1.7080000000000002,female
nm1719503,Jesulín de Ubrique,Acting,0.6,female
nm1830955,Fran Amaro,Editing,0.6,male
nm6543415,Jeanne Marie Laskas,Writing,0.6,0
nm3212517,Chaitally Parmar,Writing,0.6,0
nm0535019,Natalie Brown,Acting,1.735,male
nm0915093,Jonathan Watton,Acting,1.849,female
nm4922528,Peyton Kennedy,Acting,1.4569999999999999,male
nm1671066,Roxanne Benjamin,Production,0.6,male
nm3554264,St. Vincent,Acting,1.38,male
nm1281628,Jovanka Vuckovic,Directing,0.98,male
nm0460770,James Kniest,Camera,0.98,0
nm1782235,Ward Horton,Acting,,female
nm0024593,Tony Amendola,Acting,2.521,female
nm0077873,Jean-Yves Berteloot,Acting,1.726,female
nm4595248,Patrick Azam,Acting,0.6,0
nm0029762,Cédric Anger,Writing,1.62,female
nm6918207,Yvan Stefanovitch,Writing,0.6,0
nm1895176,Anne Rapczyk,Production,0.6,0
nm1350630,Alex Horwitz,Production,1.38,female
nm6240599,Stephen Rakes,Acting,0.6,0
nm6240601,Tommy Donahue,Acting,0.6,0
nm2068845,David Boeri,Acting,0.6,0
nm0837576,Caroline Suh,Directing,0.828,0
nm0534205,Daniel MacPherson,Acting,1.96,0
nm3876431,Grace Huang,Acting,,male
nm2734583,Sidonie Abbene,Production,0.6,0
nm2379646,Matthew Graham,Production,0.6,female
nm1053344,Brett Thornquest,Production,0.98,0
nm2797157,Françoise Bernard,Editing,0.6,0
nm0002655,Tracy Granger,Editing,0.6,male
nm1915282,Eleanor Matsuura,Acting,1.4,male
nm3421685,Alex Garcia Lopez,Directing,0.6,female
nm2088673,Charlotte Walls,Production,0.6,0
nm6537560,Ena Imai,Acting,1.4,0
nm0941489,Steve Worland,Writing,0.968,0
nm2196468,Flying Lotus,Sound,0.6,female
nm4563820,Rotimi,Acting,0.7240000000000001,female
nm1174169,Malik Vitthal,Directing,1.411,female
nm1173041,Ismet Prcic,Writing,1.4,0
nm2816706,Katherine Fairfax Wright,Directing,0.6,0
nm1778686,Wasabi Mizuta,Acting,1.62,male
nm1874163,Megumi Oohara,Acting,1.854,male
nm0435358,Yumi Kakazu,Acting,0.763,male
nm0031407,Tony Oliver,Acting,0.6,0
nm0297742,Fujiko F. Fujio,Writing,2.18,female
nm5920962,Levi Miller,Acting,5.102,female
nm1150863,Sarah Schechter,Production,0.6940000000000001,0
nm3725167,Danny Perez,Writing,,0
nm2156926,David Anselmo,Production,0.98,0
nm1056707,Justin Kelly,Production,0.6,female
nm1276606,Roger M. Mayer,Production,0.6,0
nm2657974,Esmé Bianco,Acting,1.4,male
nm1305849,Brian A. Metcalf,Production,0.716,0
nm4750182,Emma Bading,Acting,2.826,male
nm1893077,Polly Staniford,Production,0.6,0
nm2609442,Frankie Lindquist,Production,0.6,0
nm1151425,Alan Trezza,Writing,0.6,0
nm2462911,Mary Cybriwsky,Production,0.6,0
nm2416322,David G. Johnson,Production,0.6,0
nm7567974,Finn Little,Acting,0.6,female
nm0781673,Shawn Seet,Directing,0.6,female
nm0857338,Colin Thiele,Writing,0.6,0
nm3209720,Yao Chen,Acting,2.778,male
nm0628831,Rosanna Ng,Production,0.6,0
nm2424151,Ryan Lough,Production,0.6,0
nm0877203,Gregg Turkington,Acting,1.7080000000000002,female
nm3923897,Patrick Hibler,Production,0.6,0
nm2636108,Aidan Turner,Acting,2.0980000000000003,female
nm6099545,Sebastian Barry,Writing,0.828,0
nm0291909,Marco Franzoso,Writing,0.6,0
nm0581038,Daniela Merlo,Acting,0.6,0
nm0297938,Eri Fukatsu,Acting,1.4,male
nm6100437,Hitoshi Iwaaki,Writing,0.6,0
nm2354908,Ryota Kosawa,Writing,1.78,0
nm0084790,Nina Bjerch Andresen,Art,0.6,0
nm2775038,R. Bryan Wright,Production,0.98,female
nm0154243,Ngo The Chau,Camera,0.6,female
nm1575619,Petra Schmidt-Schaller,Acting,1.4,male
nm3464744,Maximilian Erlenwein,Writing,0.6,0
nm1729477,Manuel Bickenbach,Production,0.6,female
nm1656388,Alexander Bickenback,Production,0.84,0
nm3353044,Khaled Kaissar,Directing,0.6,female
nm1432956,Matt Passmore,Acting,1.4,female
nm5557932,Hannah Anderson,Acting,1.22,male
nm0774148,Charles Schner,Camera,0.6,0
nm1767820,Sammi Hanratty,Acting,1.149,male
nm5945665,Colby Arps,Acting,0.6,0
nm1496115,Sophia Taylor Ali,Acting,1.6780000000000002,male
nm4570690,James R. Hallam,Writing,0.6,0
nm2694584,Brit Morgan,Acting,1.686,male
nm0050722,Matthew Ballen,Writing,0.6,0
nm2279441,Philip Koch,Writing,0.828,0
nm4445437,Sota Fukushi,Acting,3.2880000000000003,female
nm6108179,Muneyuki Kaneshiro,Writing,0.6,0
nm3219588,Hiroyuki Yatsu,Writing,0.6,0
nm0198810,Israel Sasha Demidov,Writing,0.6,0
nm5374805,Irina Barinova,Acting,0.6,0
nm6134429,Roi Miron,Acting,0.6,0
nm6108735,Vladek Zankovsky,Writing,0.6,female
nm1873953,Samar Shaikh,Directing,0.6,0
nm1216554,David Gleeson,Writing,0.6,0
nm1631767,Harry Brar,Art,0.6,0
nm4618729,Daniel Doheny,Acting,1.395,female
nm3768164,Siobhan Williams,Acting,2.401,male
nm1285155,Andrew McNee,Acting,1.614,female
nm2079911,Kyle Rideout,Acting,1.38,female
nm1648130,Josh Epstein,Writing,0.6,0
nm2257177,Matthew Rogers,Sound,0.6,female
nm3870772,Stirling Bancroft ,Camera,0.98,0
nm1702868,Jisshu Sengupta,Acting,1.4,female
nm3650704,Lou de Laâge,Acting,1.528,male
nm0445102,Claire Keim,Acting,0.728,male
nm4952582,Anne-Sophie Brasme,Writing,0.6,0
nm0483451,Julien Lambroschini,Acting,0.6,female
nm5423482,Rajshri Deshpande,Acting,0.6,male
nm0788157,Dilip Shankar,Production,0.98,female
nm1809308,Gaurav Dhingra,Production,0.6,0
nm4671654,Santi Pulvirenti,Sound,0.6,0
nm5068576,Pif,Acting,1.96,female
nm6150303,Alex Bisconti,Acting,0.6,0
nm6150304,Ginevra Antona,Acting,0.6,0
nm2923352,Michele Astori,Writing,1.62,0
nm1288503,Todd Schulman,Production,0.6,0
nm4946996,Himansh Kohli,Acting,0.6,0
nm5114849,Rakul Preet Singh,Acting,0.768,male
nm6130777,Nicole Faria,Acting,1.02,male
nm1007661,Joseph Metcalfe,Sound,1.4,0
nm1922619,Jhey Castles,Acting,1.9709999999999999,male
nm4893159,Georgina Beedle,Acting,1.96,male
nm1569073,Steve Bevilacqua,Writing,1.048,female
nm1043852,Jacob Cooney,Writing,1.544,0
nm5001355,Bill Hanstock,Writing,0.6,0
nm2292661,Zoe Colletti,Acting,1.431,male
nm3585613,Michael Garza,Acting,0.6,0
nm3513522,Gabriel Rush,Acting,3.179,female
nm3641002,Austin Abrams,Acting,0.833,female
